Rumah,,"Rp 8,5 Miliar",Cicilan: 31 Jutaan per bulan,Rumah Usah Lux Home Industri Rajawali Timur Jual Cepat Murah,"Andir, Bandung",5,4,6,500 m²,574 m²
Rumah,,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Besar di Sayap Andir,"Andir, Bandung",5,3,2,475 m²,300 m²
Rumah,,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Rumah Andir,"Andir, Bandung",5,2,3,760 m²,250 m²
Rumah,,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,"RUKO Jendral Sudirman, dkt Cibadak","Andir, Bandung",2,2,0,165 m²,300 m²
Rumah,,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Bagus di Rajawali, Bandung, Siap Huni ","Andir, Bandung",4,2,0,140 m²,160 m²
Rumah,,Rp 19 Miliar,Cicilan: 70 Jutaan per bulan,RUMAH PAJAJARAN BANDUNG,"Andir, Bandung",4,3,0,580 m²,280 m²
Rumah,,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Toko Hitung Tanah Saja di Jendral Sudirman Bandung,"Andir, Bandung",0,0,0,600 m²,800 m²
Rumah,,"Rp 10,5 Miliar",Cicilan: 39 Jutaan per bulan,sudirman. rumah gudang mainroad. bandung,"Andir, Bandung",4,3,0,439 m²,1000 m²
Rumah,,"Rp 5,8 Miliar",Cicilan: 21 Jutaan per bulan,"Rumah Strategis di Komplek Dadali Bandung Dkt Rs , Stasiun Kereta","Andir, Bandung",4,3,0,400 m²,400 m²
Rumah,,"Rp 4,25 Miliar",Cicilan: 15 Jutaan per bulan,Dijual Rumah Kelenteng Sayap Cibadak Bandung,"Andir, Bandung",6,3,2,253 m²,180 m²
Rumah,,Rp 260 Juta,Cicilan: 966 Ribuan per bulan,"Rumah 2 Lantai Bagus SHM di Gang Kebon Kopi, Bandung","Andir, Bandung",2,1,0,32 m²,60 m²
Rumah,,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Rumah di sayap Rajawali bisa dijadikan tempat usaha ,"Andir, Bandung",3,1,1,350 m²,258 m²
Rumah,,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Cantik Nyaman Siap Huni di Kompleks Kertalaksana Bandung,"Andir, Bandung",4,3,2,202 m²,300 m²
Rumah,,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Cantik Nyaman Siap Huni di Kompleks Kertalaksana Bandung,"Andir, Bandung",4,3,2,202 m²,300 m²
Rumah,,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni Di Tengah Kota Andir Town House Bandung,"Andir, Bandung",3,2,0,49 m²,72 m²
Rumah,,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Sayap Rajawali,"Andir, Bandung",3,2,1,196 m²,150 m²
Rumah,,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Sayap Rajawali,"Andir, Bandung",3,2,1,196 m²,150 m²
Rumah,,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Cluster Exclusive SHM Andir Town House,bandung","Andir, Bandung",3,2,0,49 m²,72 m²
Rumah,,Rp 17 Miliar,Cicilan: 63 Jutaan per bulan,Rumah Bagus Dan Luas Tengah Kota di Mainroad Garuda Kota Bandung,"Andir, Bandung",5,3,0,770 m²,557 m²
Rumah,,"Rp 1,24 Miliar",Cicilan: 4 Jutaan per bulan,Rumah di Maleber Barat Andir Strategis Bisa Untuk Usaha Jual Lelang,"Andir, Bandung",2,2,4,216 m²,273 m²
Rumah,,"Rp 1,24 Miliar",Cicilan: 4 Jutaan per bulan,Murah Rumah di Jalan Maleber Barat Andir,"Andir, Bandung",2,2,0,216 m²,273 m²
Rumah,,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah 2 Lantai Unfurnished di Komplek Elang , Bandung","Andir, Bandung",6,3,2,187 m²,370 m²
Rumah,,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Dalam Komplek di Sayap Rajawali, Bandung","Andir, Bandung",3,2,1,126 m²,98 m²
Rumah,,"Rp 2,1 Miliar",Cicilan: 7 Jutaan per bulan,Jual rumah untuk kost Sayap Rajawali 2 lantai,"Andir, Bandung",7,3,1,140 m²,300 m²
Rumah,,"Rp 1,99 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Pasteur Bonus Furnished Exclusive 1.3KM SMAN 13 Andir Cibeureum,"Andir, Bandung",4,3,2,104 m²,125 m²
Rumah,,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah di Cempaka Hijau Andir Maleber dekat Bandara Husein,"Andir, Bandung",2,2,0,137 m²,160 m²
